system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,VV,VH,HH,HV,Blue,Green,Red,NIR,SWIR1,SWIR2,elevation,slope,aspect,CFFDRS,Row,Col,PointX,PointY,random,longitude,latitude,NDVI,NBR,NDWI1,NDWI2,Tcbrightness,TCGreeness,TCWetness,SR,NPDI
00000000000000008362_0,0.019930796,0.000554,-0.029773164,-0.228896578,-0.071111111,-0.029773164,-0.055363322,0.336855056,0.16,0.055363322,-0.166336025,0.141730104,-0.035432526,0.059115725,0.008858131,-0.124567474,0.059115725,0.206935794,0.244152249,-0.124567474,0.130165321,0.179377163,-0.119092657,0.027128028,0.166336025,0.141730104,-0.051733948,-0.153787005,-0.008858131,0.015747789,0.098423683,-0.003936947,0.088827374,0.16,-0.055363322,-0.141730104,-0.124567474,-0.015747789,-0.024605921,0.055363322,-0.075355632,0.153787005,-0.062991157,-0.124567474,0.062991157,0.251964629,-0.024605921,0.179377163,0.130165321,-0.130165321,-0.022206844,-0.079723183,0.124567474,-0.041584006,0.124567474,0.051733948,0.062991157,0.284444444,-0.051733948,0.135886198,0.071111111,0.192910419,0.088827374,0.022206844,0.468093652,-6.029288665,6398,5451,0.0289,0.0666,0.0328,0.3012,0.1254,0.0595,336.8278,54.075447,251.95415,605,49389,116575,1322220,902040,0.294325103,-132.3025725,56.1667589,0.803592814,0.670085944,0.41209564,-0.637846656,0.28596868,0.17570486,0.01445715,-12.8805179,-1.16834283
000000000000000012ed_0,0.024605921,-0.172795079,0.004982699,-0.113740869,-0.022206844,-0.093564014,-0.103406382,0.292871972,0.135886198,-0.019930796,0.221453287,0.113740869,-0.075355632,-0.075355632,-0.153787005,0.00615148,0.084213764,-0.024605921,0.075355632,0.008858131,0.214133026,-0.093564014,0.048227605,-0.119092657,0.066989619,0.228896578,-0.093564014,0.14769704,0.236462899,-0.141730104,0.093564014,0.017777778,0.093564014,0.071111111,-0.093564014,0.098423683,0.186082276,-0.172795079,0.010396002,0.079723183,-0.206935794,-0.088827374,-0.113740869,0.130165321,-0.03254133,0.113740869,-0.024605921,-0.214133026,0.022206844,0.051733948,0.113740869,-0.119092657,-0.088827374,-0.113740869,0.093564014,0.199861592,0.084213764,0.01384083,-0.103406382,-0.048227605,-0.221453287,0.179377163,0.098423683,0.103406382,-8.577625717,-15.85737952,9625,5457,0.02215,0.0322,0.0175,0.1861,0.104,0.05085,332.63477,7.946766,86.93086,3,16857,71743,-22740,1878000,0.324198186,-154.5161128,66.8587769,0.828094303,0.570795526,0.28300586,-0.704993129,0.19028367,0.11071321,-0.018394015,1.848691006,-0.297923153
00000000000000007f7b_0,0.012056901,-0.084213764,-0.051733948,-0.206935794,-0.01384083,-0.017777778,-0.059115725,0.318892734,0.179377163,0.066989619,-0.084213764,0.153787005,-0.03254133,-0.010396002,0.071111111,-0.153787005,0.098423683,0.088827374,0.214133026,-0.088827374,0.130165321,0.214133026,-0.153787005,0.003936947,0.172795079,0.103406382,-0.098423683,-0.141730104,-0.022206844,-0.051733948,0.119092657,-0.103406382,0.062991157,0.098423683,-0.051733948,-0.166336025,-0.14769704,-0.041584006,0.048227605,0.088827374,-0.119092657,0.153787005,-0.003936947,-0.012056901,-0.003014225,0.32781238,0.135886198,0.108512111,0.113740869,-0.071111111,-0.071111111,-0.048227605,0.130165321,-0.022206844,0.153787005,0.103406382,0.041584006,0.259900038,-0.130165321,0.172795079,0.084213764,0.16,0.103406382,0.041584006,-3.388513782,-10.14385091,8617,5496,0.0176,0.0324,0.0127,0.1849,0.0817,0.0344,161.3529,39.323875,202.54543,605,46679,114198,1250910,983340,0.943353666,-132.9872684,57.06013345,0.87145749,0.68627451,0.387096774,-0.701794754,0.17161336,0.11478827,0.00235691,2.993598835,-0.499198572
0000000000000000302f_0,0.088827374,-0.010396002,-0.259900038,-0.14769704,-0.027128028,0.002214533,-0.004982699,0.113740869,0.228896578,-0.098423683,0.088827374,0.259900038,-0.153787005,-0.019930796,0.075355632,-0.206935794,0.066989619,-0.055363322,0.084213764,0.008858131,0.088827374,-0.088827374,0.010396002,0.119092657,0.153787005,0.206935794,-0.16,-0.192910419,-0.055363322,0.172795079,-0.002214533,0.179377163,0.186082276,0.022206844,0.017777778,-0.066989619,-0.108512111,0.113740869,0.012056901,0.199861592,-0.16,-0.088827374,0.066989619,0.048227605,0.062991157,0.199861592,0.015747789,-0.113740869,0.259900038,-0.059115725,-0.088827374,-0.066989619,0.130165321,0.088827374,0.124567474,-0.051733948,-0.03254133,0.199861592,-0.093564014,0.059115725,0.041584006,0.228896578,0.044844291,0.088827374,-11.93384012,-17.71424162,9808,5498,0.0237,0.0462,0.0259,0.2752,0.1191,0.0577,203.93567,18.190128,58.825737,23,54074,118676,1385250,761490,0.024838184,-132.0758377,54.79000089,0.827964132,0.653349354,0.395891453,-0.712507778,0.25736105,0.16686706,0.00383296,1.484370617,-0.194967133
000000000000000033aa_0,0.066989619,-0.000554,-0.179377163,-0.199861592,-0.071111111,0.035432526,-0.019930796,0.166336025,0.228896578,-0.010396002,-0.038446751,0.186082276,-0.130165321,-0.051733948,0.075355632,-0.276139946,0.079723183,-0.022206844,0.251964629,-0.075355632,0.075355632,0.022206844,-0.03254133,0.071111111,0.124567474,0.30142253,-0.141730104,-0.192910419,-0.035432526,0.079723183,0.029773164,0.055363322,0.192910419,0.01384083,0.079723183,-0.103406382,-0.103406382,0.024605921,0.029773164,0.108512111,-0.119092657,-0.007443291,0.003014225,0.041584006,0.108512111,0.153787005,-0.000246,-0.055363322,0.284444444,-0.088827374,-0.084213764,-0.041584006,0.124567474,0.071111111,0.16,-0.008858131,0.098423683,0.276139946,-0.179377163,0.093564014,0.03254133,0.103406382,0.048227605,0.135886198,-9.105827318,-15.25390389,8390,5516,0.0167,0.0505,0.0202,0.295,0.0881,0.0343,46.189255,5.8996124,247.10153,23,51352,116815,1329420,843150,0.607805808,-132.4945425,55.64546654,0.871827411,0.79167932,0.540067867,-0.707670043,0.24467731,0.18686127,0.04124558,1.675180448,-0.252386881
00000000000000001d3b_0,0.019930796,-0.130165321,-0.179377163,-0.199861592,-0.048227605,0.038446751,0.059115725,0.199861592,0.206935794,0.012056901,0.141730104,0.186082276,-0.130165321,-0.124567474,0.071111111,-0.267958478,0.066989619,-0.022206844,0.172795079,-0.044844291,0.093564014,0.044844291,-0.059115725,-0.024605921,0.199861592,0.276139946,-0.172795079,-0.192910419,-0.017777778,0.029773164,0.059115725,-0.022206844,0.221453287,0.007443291,0.015747789,-0.108512111,-0.141730104,-0.075355632,0.098423683,0.098423683,-0.186082276,0.010396002,-0.027128028,0.088827374,0.027128028,0.192910419,0.108512111,-0.071111111,0.186082276,0.03254133,-0.055363322,-0.027128028,0.108512111,0.119092657,0.071111111,0.088827374,0.079723183,0.206935794,-0.124567474,0.071111111,-0.048227605,0.199861592,0.108512111,0.093564014,-9.212305885,-15.63768184,5744,5522,0.0127,0.0313,0.0166,0.1885,0.0921,0.04135,132.33055,11.258701,41.249477,5,45303,109018,1095510,1024620,0.417816896,-135.2634197,57.8238811,0.838127743,0.640200131,0.343549537,-0.715195632,0.180258435,0.11656168,-0.00666858,1.697477487,-0.258566565
00000000000000007d8b_0,0.038446751,-0.048227605,-0.179377163,-0.124567474,-0.103406382,-0.098423683,0.103406382,0.14769704,0.206935794,-0.108512111,0.075355632,0.267958478,-0.199861592,-0.059115725,-0.093564014,-0.130165321,0.124567474,0.019930796,-0.015747789,-0.153787005,0.062991157,-0.048227605,-0.041584006,-0.044844291,0.108512111,0.32781238,-0.186082276,-0.141730104,0.027128028,0.062991157,-0.066989619,0.03254133,0.276139946,0.088827374,0.008858131,-0.135886198,0.088827374,0.192910419,-0.029773164,0.093564014,-0.098423683,0.004982699,-0.093564014,0.035432526,0.055363322,0.108512111,-0.010396002,-0.000984,0.199861592,-0.000554,-0.024605921,0.029773164,0.103406382,0.130165321,0.130165321,0.084213764,0.14769704,0.079723183,0.059115725,0.003936947,-0.035432526,0.318892734,0.124567474,0.166336025,-6.958285786,-14.50980785,6043,5523,0.029,0.0656,0.0335,0.3248,0.1532,0.0737,410.70807,18.039501,327.62637,605,46381,109087,1097580,992280,0.130250572,-135.3808295,57.54055246,0.813005861,0.630112923,0.358995816,-0.663934426,0.31600578,0.19241204,-0.00372097,2.085256096,-0.351755596
000000000000000034a8_0,-0.015747789,-0.093564014,-0.186082276,-0.221453287,-0.098423683,-0.027128028,-0.01384083,0.14769704,0.228896578,-0.088827374,0.103406382,0.186082276,-0.093564014,-0.048227605,0.079723183,-0.192910419,0.153787005,-0.019930796,0.066989619,-0.084213764,0.044844291,-0.075355632,-0.055363322,0.055363322,0.172795079,0.236462899,-0.141730104,-0.172795079,-0.027128028,0.108512111,-0.024605921,0.038446751,0.228896578,0.075355632,-0.017777778,-0.135886198,-0.103406382,0.153787005,0.051733948,0.172795079,-0.119092657,-0.088827374,0.048227605,0.051733948,0.084213764,0.186082276,-0.000246,0.048227605,0.251964629,0.012056901,-0.059115725,-0.029773164,0.14769704,0.14769704,0.179377163,0.084213764,0.038446751,0.199861592,-0.075355632,0.079723183,0.00615148,0.228896578,0.141730104,0.14769704,-8.952491331,-14.72808549,7579,5523,0.02885,0.0654,0.0297,0.3314,0.11925,0.04985,139.39116,23.151192,330.88904,23,48739,116350,1315470,921540,0.818015187,-132.3047284,56.35172201,0.835502631,0.738491803,0.470764451,-0.670362903,0.29609148,0.20079072,0.032268335,1.645138202,-0.243895839
00000000000000007f9a_0,0.044844291,0.017777778,-0.135886198,-0.172795079,-0.003014225,-0.012056901,-0.059115725,0.276139946,0.192910419,0.027128028,-0.14769704,0.206935794,-0.098423683,-0.008858131,0.008858131,-0.14769704,-0.035432526,0.055363322,0.228896578,-0.027128028,0.119092657,0.135886198,-0.066989619,0.038446751,0.119092657,0.16,-0.153787005,-0.14769704,-0.098423683,0.012056901,0.179377163,0.03254133,0.113740869,0.071111111,-0.03254133,-0.038446751,-0.186082276,-0.022206844,0.01384083,0.16,-0.141730104,0.124567474,-0.017777778,-0.024605921,0.075355632,0.318892734,0.079723183,-0.022206844,0.044844291,-0.130165321,-0.051733948,-0.055363322,0.166336025,-0.022206844,0.048227605,0.022206844,0.012056901,0.355309496,-0.135886198,0.14769704,0.103406382,0.192910419,-0.071111111,0.017777778,-8.587942628,-14.96441577,7329,5530,0.0161,0.04405,0.02095,0.2307,0.09625,0.0427,275.92596,29.079697,177.59064,605,50697,117341,1345200,862800,0.589942599,-132.1563268,55.76709843,0.833498907,0.687637162,0.411224958,-0.679344859,0.21284453,0.140795135,0.00859104,1.742491353,-0.270736078
00000000000000003336_0,0.079723183,-0.130165321,-0.166336025,-0.186082276,-0.038446751,-0.003014225,-0.008858131,0.192910419,0.192910419,0.038446751,0.027128028,0.236462899,-0.141730104,-0.071111111,0.071111111,-0.267958478,0.027128028,-0.048227605,0.228896578,-0.048227605,0.093564014,0.062991157,-0.024605921,-0.000246,0.166336025,0.236462899,-0.206935794,-0.16,-0.03254133,0.029773164,0.088827374,-0.038446751,0.179377163,-0.027128028,-0.01384083,-0.103406382,-0.098423683,-0.084213764,0.079723183,0.166336025,-0.186082276,0.044844291,-0.019930796,0.059115725,-0.012056901,0.221453287,0.108512111,-0.113740869,0.221453287,-0.029773164,-0.038446751,-0.035432526,0.124567474,0.048227605,0.051733948,0.062991157,0.044844291,0.259900038,-0.179377163,0.113740869,0.008858131,0.186082276,0.03254133,0.088827374,-9.16040217,-15.35508109,10844,5555,0.0166,0.0237,0.012,0.2035,0.0725,0.0288,114.29525,9.122513,107.78204,23,47970,115255,1282620,944610,0.923267927,-132.6919023,56.64151853,0.88863109,0.75204477,0.474637681,-0.791373239,0.17321712,0.13127922,0.01569849,1.676245301,-0.252684349
00000000000000003516_0,0.079723183,-0.062991157,-0.214133026,-0.214133026,-0.071111111,0.093564014,-0.038446751,0.124567474,0.214133026,-0.017777778,0.075355632,0.244152249,-0.124567474,-0.019930796,0.130165321,-0.244152249,0.029773164,-0.017777778,0.228896578,0.007443291,0.103406382,0.024605921,-0.027128028,0.038446751,0.113740869,0.228896578,-0.124567474,-0.214133026,-0.027128028,0.059115725,0.044844291,0.108512111,0.186082276,-0.008858131,-0.003014225,-0.079723183,-0.186082276,-0.00615148,0.062991157,0.113740869,-0.153787005,-0.022206844,0.019930796,0.041584006,0.113740869,0.186082276,0.062991157,-0.079723183,0.228896578,-0.041584006,-0.066989619,-0.108512111,0.130165321,0.059115725,0.124567474,0.035432526,0.03254133,0.284444444,-0.14769704,0.088827374,0.019930796,0.172795079,0.113740869,0.075355632,-10.95174445,-16.3077364,8014,5556,0.018,0.0418,0.0209,0.2106,0.0842,0.0389,56.518528,7.098162,38.498432,23,50406,115480,1289370,871530,0.690534676,-132.9589715,56.00030108,0.819438445,0.688176353,0.428765265,-0.668779715,0.19471182,0.12594244,0.01187869,1.489053774,-0.196481803
00000000000000008098_0,-0.041584006,-0.119092657,-0.228896578,-0.186082276,-0.088827374,-0.027128028,-0.024605921,0.119092657,0.228896578,-0.075355632,0.088827374,0.186082276,-0.093564014,-0.029773164,0.055363322,-0.179377163,0.119092657,-0.007443291,0.03254133,-0.088827374,0.035432526,-0.062991157,-0.084213764,0.093564014,0.14769704,0.244152249,-0.16,-0.199861592,-0.00615148,0.075355632,-0.019930796,0.015747789,0.206935794,0.048227605,-0.044844291,-0.172795079,-0.16,0.16,0.093564014,0.179377163,-0.103406382,-0.093564014,0.062991157,0.035432526,0.084213764,0.206935794,0.044844291,0.055363322,0.192910419,0.015747789,-0.048227605,-0.029773164,0.153787005,0.141730104,0.179377163,0.079723183,0.048227605,0.179377163,-0.079723183,0.075355632,0.051733948,0.251964629,0.166336025,0.130165321,-9.773213891,-15.77039963,10849,5556,0.0123,0.0331,0.0163,0.15425,0.0805,0.0391,180.5168,22.389277,341.24524,605,50644,117294,1343790,864390,0.778628366,-132.1694422,55.78470541,0.808853709,0.595552108,0.314164004,-0.646650654,0.155054485,0.091023705,-0.0088591,1.613634962,-0.234782198
00000000000000008207_0,0.01384083,-0.153787005,-0.16,-0.244152249,-0.071111111,0.027128028,0.01384083,0.172795079,0.186082276,0.029773164,0.075355632,0.199861592,-0.130165321,-0.066989619,0.075355632,-0.221453287,0.035432526,-0.055363322,0.214133026,-0.135886198,0.124567474,0.093564014,-0.071111111,-0.00615148,0.14769704,0.244152249,-0.166336025,-0.172795079,-0.029773164,-0.041584006,0.071111111,-0.075355632,0.166336025,-0.059115725,0.01384083,-0.14769704,-0.186082276,-0.075355632,0.084213764,0.088827374,-0.14769704,0.024605921,-0.002214533,0.088827374,0.048227605,0.199861592,0.098423683,-6.15E-05,0.214133026,0.010396002,-0.088827374,-0.027128028,0.124567474,0.075355632,0.051733948,0.119092657,0.075355632,0.236462899,-0.172795079,0.135886198,-0.024605921,0.179377163,0.098423683,0.119092657,-8.053639535,-14.80748226,5367,5569,0.0147,0.0224,0.0119,0.1372,0.0772,0.033,35.480556,3.1222115,15.747691,605,43175,107429,1047840,1088460,0.362615974,-135.745276,58.49052087,0.840375587,0.612220917,0.279850746,-0.719298246,0.13837202,0.08380896,-0.01272216,1.838607526,-0.295429191
00000000000000007e69_0,-0.051733948,-0.251964629,-0.153787005,-0.179377163,-0.075355632,0.002214533,-0.035432526,0.221453287,0.228896578,-0.055363322,0.179377163,0.186082276,-0.113740869,-0.103406382,0.038446751,-0.16,0.221453287,-0.153787005,-0.010396002,-0.051733948,0.048227605,-0.075355632,-0.088827374,-0.075355632,0.179377163,0.192910419,-0.103406382,-0.103406382,-0.015747789,0.004982699,0.008858131,-0.113740869,0.251964629,-0.015747789,-0.088827374,-0.108512111,-0.108512111,0.003936947,0.044844291,0.186082276,-0.172795079,0.027128028,0.027128028,0.075355632,0.038446751,0.199861592,0.041584006,0.019930796,0.098423683,0.119092657,-0.051733948,-0.027128028,0.113740869,0.153787005,0.153787005,0.214133026,0.017777778,0.084213764,-0.098423683,0.079723183,-0.048227605,0.251964629,0.093564014,0.098423683,-11.25677104,-17.54188841,13517,5580,0.0367,0.0422,0.02165,0.2291,0.0865,0.03865,234.26526,31.819363,17.085995,605,40063,105832,999930,1181820,0.266895171,-136.1124174,59.41021606,0.827318046,0.711297852,0.451837769,-0.688905271,0.21231299,0.13374933,0.019805005,1.558341051,-0.218243401
000000000000000032f5_0,-0.01384083,-0.119092657,-0.221453287,-0.236462899,-0.088827374,0.008858131,0.008858131,0.141730104,0.244152249,-0.048227605,0.135886198,0.172795079,-0.093564014,-0.075355632,0.075355632,-0.228896578,0.135886198,0.004982699,0.075355632,-0.084213764,0.062991157,-0.048227605,-0.055363322,0.027128028,0.172795079,0.228896578,-0.153787005,-0.172795079,0.000246,0.093564014,0.003014225,0.03254133,0.206935794,0.035432526,-0.051733948,-0.135886198,-0.119092657,0.130165321,0.079723183,0.14769704,-0.135886198,-0.108512111,0.019930796,0.051733948,0.079723183,0.172795079,0.027128028,0.00615148,0.221453287,0.01384083,-0.041584006,-0.035432526,0.14769704,0.16,0.14769704,0.103406382,0.029773164,0.206935794,-0.059115725,0.066989619,-0.022206844,0.244152249,0.16,0.14769704,-9.821622638,-15.39067541,6828,5584,0.0246,0.054,0.0294,0.1914,0.098,0.0469,308.2563,21.126696,347.95694,23,48640,116251,1312500,924510,0.498088496,-132.3349118,56.38549867,0.733695652,0.606378514,0.322736697,-0.5599022,0.20193561,0.1022841,-0.00194284,1.567019624,-0.220886361
000000000000000031aa_0,0.012056901,-0.048227605,-0.16,-0.130165321,0.00615148,-0.035432526,-0.035432526,0.228896578,0.221453287,-0.051733948,0.103406382,0.236462899,-0.108512111,-0.024605921,-0.03254133,-0.228896578,0.01384083,-0.035432526,0.108512111,0.119092657,0.093564014,0.088827374,-0.062991157,0.010396002,0.153787005,0.093564014,-0.048227605,-0.221453287,-0.179377163,-0.024605921,0.221453287,0.088827374,0.166336025,0.015747789,-0.130165321,0.035432526,-0.244152249,-0.041584006,0.098423683,0.153787005,-0.221453287,0.093564014,0.008858131,-0.071111111,0.041584006,0.276139946,0.079723183,-0.066989619,0.029773164,-0.029773164,-0.119092657,-0.079723183,0.130165321,0.066989619,0.03254133,0.075355632,-0.022206844,0.172795079,-0.113740869,0.093564014,0.051733948,0.30142253,-0.066989619,-0.004982699,-15.63816325,-22.46077821,7758,5589,0.0306,0.0442,0.025,0.2247,0.1106,0.0505,313.4949,27.105844,94.226654,23,47982,114558,1261710,944250,0.156360921,-133.0182603,56.69712424,0.799759712,0.632994186,0.340292276,-0.671253254,0.2246058,0.12988303,-0.0036788,1.436279814,-0.179076234
000000000000000064b1_0,-0.062991157,-0.088827374,-0.010396002,-0.124567474,-0.062991157,-0.179377163,-0.066989619,0.30142253,0.206935794,-0.044844291,0.267958478,0.041584006,-0.055363322,-0.098423683,-0.199861592,-0.027128028,0.153787005,-0.066989619,-0.098423683,-0.103406382,0.172795079,-0.093564014,0.022206844,-0.098423683,0.051733948,0.30142253,-0.103406382,0.130165321,0.186082276,-0.038446751,0.079723183,0.051733948,0.113740869,0.051733948,-0.124567474,0.007443291,0.186082276,0.012056901,-0.019930796,-0.007443291,-0.079723183,-0.153787005,-0.093564014,0.135886198,-0.002214533,0.048227605,0.055363322,-0.236462899,0.088827374,0.002214533,-0.002214533,-0.019930796,-0.048227605,-0.029773164,0.119092657,0.214133026,0.14769704,-0.044844291,-0.010396002,-0.066989619,-0.166336025,0.16,0.199861592,0.14769704,-11.24142033,-17.62309496,8979,5597,0.0368,0.0534,0.0376,0.2882,0.1655,0.07925,143.34248,11.297403,332.84842,60,34267,60489,-360360,1355700,0.358229821,-160.9149923,62.00850319,0.769183548,0.568648796,0.270443024,-0.68735363,0.303755535,0.16445736,-0.0273578,1.567692911,-0.221090656
00000000000000001c2b_0,0.007443291,-0.119092657,-0.059115725,-0.251964629,-0.044844291,0.007443291,0.008858131,0.318892734,0.186082276,0.041584006,0.027128028,0.141730104,-0.088827374,-0.041584006,-0.010396002,-0.192910419,0.027128028,0.108512111,0.192910419,-0.084213764,0.14769704,0.179377163,-0.108512111,-0.059115725,0.16,0.153787005,-0.153787005,-0.130165321,-0.059115725,-0.022206844,0.119092657,-0.088827374,0.103406382,0.084213764,-0.079723183,-0.093564014,-0.098423683,-0.059115725,-0.022206844,0.075355632,-0.186082276,0.108512111,-0.084213764,0.029773164,0.029773164,0.267958478,0.119092657,0.029773164,0.119092657,-0.098423683,-0.084213764,-0.004982699,0.172795079,-0.012056901,0.059115725,0.166336025,0.103406382,0.284444444,-0.066989619,0.172795079,-0.012056901,0.214133026,0.084213764,0.019930796,-5.341146281,-12.70037193,7067,5607,0.0153,0.0423,0.0201,0.2427,0.10985,0.04565,268.44266,22.067112,190.63992,5,44927,108717,1086480,1035900,0.940682204,-135.3571139,57.94335704,0.847031963,0.683370903,0.376825982,-0.703157895,0.225872745,0.15121416,0.00091247,2.377836379,-0.407905009
00000000000000006010_0,-0.035432526,-0.141730104,-0.044844291,-0.103406382,-0.088827374,-0.141730104,-0.051733948,0.276139946,0.199861592,-0.007443291,0.276139946,0.062991157,-0.038446751,-0.124567474,-0.14769704,-0.088827374,0.079723183,-0.051733948,0.003936947,-0.051733948,0.192910419,-0.084213764,0.035432526,-0.084213764,0.088827374,0.267958478,-0.108512111,0.113740869,0.186082276,-0.044844291,0.098423683,0.079723183,0.166336025,0.041584006,-0.108512111,0.017777778,0.179377163,-0.079723183,0.010396002,0.015747789,-0.179377163,-0.153787005,-0.108512111,0.14769704,-0.010396002,0.059115725,0.071111111,-0.267958478,0.084213764,0.027128028,0.015747789,-0.071111111,-0.071111111,-0.048227605,0.124567474,0.192910419,0.14769704,0.017777778,-0.084213764,-0.075355632,-0.141730104,0.16,0.221453287,0.124567474,-8.917170758,-15.76585086,8409,5636,0.028,0.0419,0.0306,0.1996,0.1286,0.0592,124.382164,6.492501,37.90957,60,34646,58925,-407280,1344330,0.603505934,-161.782136,61.86108965,0.734144222,0.542503864,0.216331505,-0.65300207,0.22257993,0.10990547,-0.02801699,1.768032853,-0.277465223
000000000000000032ae_0,0.051733948,0.003936947,-0.135886198,-0.228896578,-0.059115725,-0.027128028,0.012056901,0.221453287,0.228896578,-0.041584006,-0.029773164,0.14769704,-0.108512111,-0.041584006,0.113740869,-0.199861592,0.119092657,0.027128028,0.199861592,-0.141730104,0.079723183,0.003936947,-0.015747789,0.075355632,0.179377163,0.267958478,-0.141730104,-0.153787005,-0.00615148,0.088827374,0.024605921,0.003936947,0.153787005,0.079723183,0.035432526,-0.16,-0.084213764,0.093564014,0.024605921,0.141730104,-0.113740869,-0.027128028,0.003014225,0.029773164,0.055363322,0.172795079,-0.079723183,0.038446751,0.318892734,-0.084213764,-0.059115725,-0.044844291,0.119092657,0.098423683,0.166336025,0.017777778,0.044844291,0.259900038,-0.16,0.135886198,0.010396002,0.135886198,0.03254133,0.179377163,-6.5275131,-12.43471557,8349,5637,0.016,0.0484,0.0179,0.31,0.0912,0.0351,110.07166,11.076427,280.02454,23,52449,117174,1340190,810240,0.094079976,-132.4986747,55.33464945,0.890820372,0.796580701,0.545363908,-0.729910714,0.25288926,0.19980316,0.04250997,1.904969838,-0.311524693
00000000000000008219_0,0.017777778,0.024605921,-0.108512111,-0.179377163,-0.01384083,-0.048227605,-0.012056901,0.30142253,0.186082276,0.055363322,-0.103406382,0.172795079,-0.108512111,-0.048227605,-0.035432526,-0.172795079,0.029773164,0.141730104,0.172795079,-0.019930796,0.166336025,0.199861592,-0.119092657,0.01384083,0.16,0.14769704,-0.130165321,-0.186082276,-0.075355632,0.024605921,0.135886198,-0.029773164,0.093564014,0.108512111,-0.035432526,-0.079723183,-0.130165321,-0.003014225,-0.012056901,0.079723183,-0.153787005,0.153787005,-0.055363322,-0.022206844,0.041584006,0.318892734,0.119092657,0.038446751,0.079723183,-0.172795079,-0.062991157,-0.051733948,0.166336025,-0.003936947,0.075355632,0.075355632,0.035432526,0.30142253,-0.066989619,0.119092657,0.119092657,0.206935794,-0.00615148,0.029773164,-6.127558361,-12.68566533,8535,5643,0.0186,0.0414,0.0277,0.2054,0.1019,0.05,282.2447,36.339916,199.63525,605,48661,111989,1184640,923880,0.829643528,-134.3211768,56.73126022,0.762333762,0.608457322,0.336804426,-0.664505673,0.20616643,0.11789492,-0.00531425,2.070264301,-0.348590283
00000000000000007d97_0,0.01384083,-0.029773164,-0.206935794,-0.166336025,-0.059115725,-0.017777778,0.027128028,0.192910419,0.244152249,-0.041584006,0.071111111,0.16,-0.124567474,-0.062991157,0.048227605,-0.236462899,0.113740869,0.022206844,0.124567474,-0.084213764,0.093564014,0.008858131,-0.071111111,0.055363322,0.172795079,0.284444444,-0.166336025,-0.199861592,-0.00615148,0.071111111,0.03254133,0.038446751,0.199861592,0.059115725,0.03254133,-0.135886198,-0.108512111,0.108512111,0.029773164,0.088827374,-0.124567474,-0.066989619,0.017777778,0.066989619,0.084213764,0.199861592,0.035432526,0.024605921,0.267958478,-0.022206844,-0.093564014,-0.019930796,0.141730104,0.135886198,0.172795079,0.079723183,0.071111111,0.228896578,-0.088827374,0.066989619,0.019930796,0.214133026,0.135886198,0.14769704,-8.008951442,-14.08023029,11339,5651,0.0277,0.05135,0.03065,0.2555,0.11815,0.05795,149.45084,11.44831,322.90372,605,50759,117630,1353870,860940,0.412071857,-132.035144,55.72613525,0.785776691,0.630244058,0.367589991,-0.665308783,0.250828505,0.147498225,0.0008617,1.758061638,-0.274853044
00000000000000007f06_0,0.017777778,-0.108512111,-0.251964629,-0.141730104,-0.044844291,-0.015747789,-0.029773164,0.141730104,0.244152249,-0.075355632,0.153787005,0.244152249,-0.103406382,-0.048227605,0.035432526,-0.206935794,0.124567474,-0.044844291,0.027128028,0.017777778,0.075355632,-0.093564014,-0.066989619,0.051733948,0.179377163,0.186082276,-0.135886198,-0.199861592,-0.088827374,0.093564014,0.019930796,0.103406382,0.221453287,0.010396002,-0.062991157,-0.079723183,-0.186082276,0.079723183,0.075355632,0.192910419,-0.192910419,-0.075355632,0.055363322,0.008858131,0.038446751,0.214133026,0.048227605,-0.017777778,0.166336025,0.010396002,-0.051733948,-0.084213764,0.135886198,0.119092657,0.141730104,0.071111111,-0.003014225,0.179377163,-0.062991157,0.071111111,0.022206844,0.292871972,0.108512111,0.079723183,-12.56877812,-19.05835553,9110,5659,0.0353,0.0526,0.0321,0.2227,0.103,0.047,338.1647,34.491634,42.455517,605,50817,118750,1387470,859200,0.63120937,-131.5394537,55.6123187,0.748037677,0.65146459,0.367516119,-0.617871413,0.22611547,0.12118251,0.00733996,1.516325242,-0.205190185
