system:index,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,VV,VH,HH,HV,Blue,Green,Red,NIR,SWIR1,SWIR2,elevation,slope,aspect,CFFDRS,Row,Col,PointX,PointY,random,longitude,latitude,NDVI,NBR,NDWI1,NDWI2,Tcbrightness,TCGreeness,TCWetness,SR,NPDI
000000000000000064f0_0,-0.048227605,-0.051733948,-0.062991157,-0.199861592,-0.003014225,-0.098423683,0.124567474,0.153787005,0.153787005,-0.01384083,-0.32781238,0.284444444,-0.135886198,0.035432526,-0.221453287,0.214133026,0.048227605,-0.044844291,-0.088827374,-0.048227605,0.075355632,0.221453287,-0.03254133,-0.179377163,-0.051733948,0.153787005,-0.004982699,0.019930796,-0.027128028,-0.135886198,-0.01384083,-0.01384083,-0.051733948,-0.075355632,-0.103406382,-0.019930796,-0.010396002,0.048227605,-0.093564014,0.119092657,0.00153787,0.284444444,-0.192910419,-0.124567474,0.093564014,0.310096117,0.071111111,-0.071111111,-0.244152249,-0.079723183,0.066989619,0.03254133,-0.041584006,-0.135886198,0.027128028,0.071111111,0.051733948,0.027128028,0.035432526,-0.038446751,-0.066989619,0.141730104,-0.075355632,0.044844291,-10.8064744,-17.59686703,-9999,-9999,0.42515,0.45405,0.4513,0.4807,0.1332,0.07005,513.9446,21.068779,140.14122,60,43372,74183,50460,1082550,0.576769805,-153.0995595,59.73100445,0.031545064,0.74561961,0.566053103,-0.028510297,0.819199315,-0.130219765,0.33868819,1.628363366,-0.239070204
00000000000000007a98_0,-0.130165321,-0.199861592,-0.017777778,-0.186082276,0.098423683,-0.113740869,-0.000984,0.221453287,0.16,0.012056901,0.084213764,0.093564014,-0.153787005,-0.084213764,-0.124567474,0.055363322,0.186082276,-0.153787005,-0.019930796,-0.059115725,0.16,-0.038446751,0.098423683,-0.267958478,-0.062991157,0.259900038,-0.003014225,-0.113740869,0.124567474,-0.088827374,-0.051733948,-0.108512111,0.088827374,-0.124567474,-0.059115725,0.088827374,0.214133026,0.022206844,-0.055363322,0.035432526,0.044844291,0.051733948,-0.310096117,0.048227605,0.012056901,0.135886198,0.035432526,-0.186082276,-0.059115725,-0.051733948,0.108512111,0.008858131,-0.044844291,0.119092657,0.071111111,0.16,-0.14769704,-0.130165321,0.015747789,-0.019930796,-0.228896578,0.214133026,0.075355632,0.03254133,-14.27578949,-21.68566299,-9999,-9999,0.0462,0.0681,0.054,0.2922,0.2254,0.1147,949.43695,4.3587084,44.301777,425,30216,83575,332220,1477230,0.667797926,-147.3899573,63.11558695,0.688041594,0.436225117,0.129057187,-0.621981682,0.35777406,0.15083355,-0.07510769,1.519051749,-0.206050451
00000000000000001079_0,-0.059115725,-0.236462899,0.022206844,-0.199861592,-0.000984,-0.103406382,0.027128028,0.221453287,0.14769704,-0.029773164,0.172795079,0.124567474,-0.135886198,-0.119092657,-0.108512111,-0.044844291,0.098423683,-0.084213764,0.084213764,-0.103406382,0.172795079,-0.051733948,0.084213764,-0.214133026,-0.003936947,0.251964629,-0.108512111,-0.029773164,0.179377163,-0.124567474,-0.038446751,-0.130165321,0.179377163,-0.017777778,-0.048227605,0.084213764,0.186082276,-0.038446751,-0.062991157,0.01384083,-0.093564014,-0.027128028,-0.276139946,0.119092657,-0.007443291,0.124567474,0.015747789,-0.141730104,-0.004982699,0.00615148,0.088827374,0.017777778,0.000554,0.093564014,0.038446751,0.244152249,0.002214533,-0.075355632,-0.019930796,-0.035432526,-0.244152249,0.267958478,0.153787005,0.044844291,-10.65355822,-18.59781796,-9999,-9999,0.0342,0.0521,0.0531,0.2098,0.1799,0.1029,777.6104,2.189724,0,3,32065,85009,375240,1421760,0.953401542,-146.6621423,62.58162834,0.596044123,0.341861209,0.076725686,-0.602138221,0.27789215,0.09725607,-0.07068128,1.745690743,-0.271585846
000000000000000014db_0,-0.055363322,-0.251964629,0.041584006,-0.221453287,0.015747789,-0.16,0.017777778,0.228896578,0.141730104,-0.022206844,0.119092657,0.108512111,-0.172795079,-0.113740869,-0.153787005,-0.044844291,0.066989619,-0.03254133,0.119092657,-0.135886198,0.153787005,0.015747789,0.051733948,-0.199861592,-0.01384083,0.221453287,-0.124567474,0.017777778,0.179377163,-0.172795079,-0.024605921,-0.14769704,0.113740869,0.00615148,-0.041584006,0.108512111,0.186082276,-0.044844291,-0.075355632,0.03254133,-0.079723183,-0.004982699,-0.267958478,0.124567474,-0.017777778,0.141730104,-0.027128028,-0.14769704,-0.03254133,-0.03254133,0.075355632,0.035432526,0.062991157,0.071111111,-0.00615148,0.251964629,-0.017777778,-0.019930796,-0.051733948,0.019930796,-0.236462899,0.267958478,0.108512111,0.041584006,-10.58303565,-17.86356936,-9999,-9999,0.0302,0.04735,0.0411,0.2009,0.1604,0.08715,802.83856,2.487042,186.94545,3,32839,84846,370350,1398540,0.98632478,-146.8060524,62.37995656,0.660330579,0.394896719,0.112095212,-0.618529708,0.2518443,0.100825825,-0.058118895,1.687943795,-0.255936823
000000000000000048c2_0,-0.141730104,-0.221453287,-0.035432526,-0.186082276,0.01384083,-0.124567474,-0.035432526,0.259900038,0.214133026,-0.059115725,0.16,0.135886198,-0.055363322,-0.079723183,-0.141730104,-0.000984,0.244152249,-0.059115725,-0.153787005,-0.141730104,0.108512111,-0.141730104,0.055363322,-0.179377163,-0.027128028,0.267958478,-0.093564014,-0.093564014,0.130165321,0.135886198,-0.059115725,-0.066989619,0.186082276,-0.022206844,-0.108512111,-0.038446751,0.084213764,0.098423683,-0.008858131,0.084213764,0.03254133,0.017777778,-0.172795079,-0.055363322,0.019930796,0.093564014,-0.135886198,-0.017777778,-0.041584006,0.027128028,0.108512111,0.017777778,-0.007443291,0.035432526,0.108512111,0.166336025,-0.130165321,-0.135886198,0.062991157,0.079723183,-0.206935794,0.267958478,0.172795079,0.024605921,-13.79556085,-21.15720292,-9999,-9999,0.0796,0.1056,0.0943,0.4,0.3216,0.1828,1157.5375,28.716085,327.37277,33,29800,83490,329670,1489710,0.756703823,-147.4158288,63.22895434,0.618450334,0.372683596,0.10864745,-0.582278481,0.51928785,0.18418524,-0.11229059,1.533623979,-0.21061688
0000000000000000493f_0,-0.088827374,-0.244152249,-0.003936947,-0.166336025,0.079723183,-0.124567474,0.041584006,0.236462899,0.124567474,0.088827374,0.002214533,0.135886198,-0.130165321,-0.066989619,-0.166336025,0.093564014,0.16,-0.098423683,-0.029773164,-0.075355632,0.141730104,-0.003936947,0.071111111,-0.228896578,-0.044844291,0.199861592,-0.055363322,0.007443291,0.098423683,-0.141730104,-0.124567474,-0.14769704,-0.03254133,-0.108512111,0.007443291,0.066989619,0.236462899,-0.066989619,-0.124567474,0.055363322,0.015747789,0.084213764,-0.32781238,0.044844291,-0.022206844,0.214133026,0.084213764,-0.259900038,-0.108512111,-0.041584006,0.027128028,0.055363322,0.00615148,0.103406382,0.098423683,0.141730104,-0.141730104,-0.075355632,-0.000246,-0.035432526,-0.228896578,0.16,0.035432526,0.017777778,-11.59874735,-18.17549411,-9999,-9999,0.075,0.0953,0.07045,0.3582,0.2363,0.11985,1089.8197,4.8574786,180,33,32924,82965,313920,1395990,0.957755446,-147.9000208,62.4077145,0.671293596,0.498588014,0.205046257,-0.579713341,0.42527964,0.17485829,-0.047628315,1.567022159,-0.220887131
00000000000000004b80_0,-0.130165321,-0.206935794,-0.008858131,-0.221453287,0.022206844,-0.093564014,0.004982699,0.267958478,0.206935794,-0.051733948,0.088827374,0.098423683,-0.055363322,-0.075355632,-0.124567474,0.002214533,0.251964629,-0.015747789,-0.084213764,-0.192910419,0.141730104,-0.003014225,0.003936947,-0.236462899,-0.051733948,0.236462899,-0.041584006,-0.113740869,0.14769704,0.119092657,-0.003014225,-0.135886198,0.135886198,-0.012056901,-0.135886198,-0.059115725,0.055363322,0.088827374,-0.035432526,0.03254133,0.03254133,0.119092657,-0.244152249,-0.098423683,0.007443291,0.119092657,-0.16,0.027128028,-0.055363322,-0.010396002,0.113740869,0.024605921,-0.035432526,0.019930796,0.141730104,0.16,-0.113740869,-0.135886198,0.071111111,0.135886198,-0.192910419,0.236462899,0.130165321,0.044844291,-10.74475868,-20.7068355,-9999,-9999,0.06475,0.08325,0.0829,0.29025,0.2943,0.16955,1215.4283,31.183079,284.53586,33,30207,83833,339960,1477500,0.999690632,-147.2365251,63.11100554,0.555674662,0.262505437,-0.006928406,-0.554216867,0.42549082,0.12065366,-0.13458636,1.927156869,-0.316743144
00000000000000004bf7_0,-0.153787005,-0.179377163,-0.01384083,-0.284444444,0.027128028,-0.012056901,0.041584006,0.236462899,0.113740869,0.048227605,-0.186082276,0.059115725,-0.153787005,-0.075355632,-0.14769704,0.135886198,0.103406382,-0.038446751,0.019930796,-0.038446751,0.124567474,0.113740869,0.01384083,-0.192910419,-0.048227605,0.084213764,0.048227605,-0.010396002,0.00615148,-0.135886198,-0.003014225,-0.119092657,0.022206844,-0.059115725,-0.135886198,0.093564014,0.079723183,-0.075355632,-0.119092657,0.093564014,0.008858131,0.221453287,-0.292871972,-0.055363322,0.141730104,0.276139946,0.066989619,-0.098423683,-0.30142253,-0.071111111,0.098423683,0.003936947,0.044844291,0.008858131,-0.012056901,0.130165321,-0.153787005,0.048227605,-0.004982699,0.084213764,-0.172795079,0.172795079,-0.14769704,-0.035432526,-12.27050864,-20.58932253,-9999,-9999,0.20165,0.2325,0.2719,0.3215,0.39835,0.33725,1454.859,24.223967,160.36105,33,34378,83882,341430,1352370,0.956528583,-147.4521208,61.99601661,0.083586114,-0.023908918,-0.106758352,-0.160649819,0.69996942,-0.05622966,-0.162537075,1.677951838,-0.253160579
0000000000000000510a_0,-0.098423683,0.012056901,-0.038446751,-0.153787005,0.01384083,-0.186082276,-0.103406382,0.244152249,0.206935794,0.048227605,-0.084213764,0.199861592,-0.124567474,0.012056901,-0.236462899,0.084213764,0.135886198,-0.103406382,-0.172795079,0.206935794,0.186082276,0.135886198,-0.055363322,-0.141730104,-0.093564014,0.214133026,0.055363322,-0.015747789,-0.008858131,-0.048227605,0.038446751,0.055363322,-0.003014225,-0.16,-0.084213764,0.108512111,0.276139946,0.051733948,-0.079723183,0.098423683,-0.003936947,0.14769704,-0.259900038,-0.079723183,0.038446751,0.135886198,0.221453287,-0.292871972,-0.055363322,-0.084213764,-0.015747789,0.022206844,0.01384083,-0.093564014,0.048227605,0.024605921,0.038446751,-0.084213764,-0.059115725,-0.044844291,-0.035432526,0.027128028,-0.084213764,0.103406382,-9.361621111,-16.81375516,-9999,-9999,0.054,0.0887,0.089,0.3826,0.2732,0.15945,86.18113,10.921974,117.4232,40,34993,38358,-1024290,1333920,0.800928818,-173.0615624,60.65815566,0.622561493,0.411677889,0.166819152,-0.623594314,0.465614285,0.18600693,-0.08205461,1.796030299,-0.284700169
000000000000000061ba_0,-0.059115725,0.017777778,-0.135886198,-0.206935794,-0.022206844,-0.199861592,0.004982699,0.119092657,0.179377163,0.093564014,-0.284444444,0.214133026,-0.130165321,0.103406382,-0.276139946,0.130165321,0.019930796,-0.022206844,-0.113740869,0.093564014,0.124567474,0.206935794,-0.027128028,-0.166336025,-0.172795079,0.079723183,0.041584006,-0.017777778,-0.051733948,-0.051733948,0.075355632,0.075355632,-0.041584006,-0.141730104,-0.084213764,0.059115725,0.079723183,0.244152249,-0.079723183,0.044844291,0.017777778,0.228896578,-0.259900038,-0.166336025,0.03254133,0.16,0.119092657,-0.236462899,-0.098423683,-0.141730104,0.051733948,0.019930796,-0.015747789,-0.135886198,0.071111111,-0.051733948,-0.055363322,-0.015747789,-0.00615148,0.01384083,-0.012056901,0.051733948,-0.071111111,0.075355632,-9999,-9999,1689,79,0.30085,0.3307,0.3446,0.4392,0.20235,0.1152,313.4125,12.075549,141.81929,60,51085,1327,-2135220,851160,0.527181404,173.1089934,52.8152344,0.120694055,0.584415584,0.369184007,-0.140927393,0.716765665,-0.03915813,0.176650475,1,0
00000000000000006443_0,-0.075355632,0.038446751,-0.135886198,-0.179377163,-0.017777778,-0.214133026,-0.084213764,0.079723183,0.199861592,0.075355632,-0.166336025,0.172795079,-0.166336025,0.098423683,-0.221453287,0.041584006,0.059115725,-0.051733948,-0.098423683,0.088827374,0.172795079,0.119092657,6.15E-05,-0.079723183,-0.179377163,0.153787005,0.084213764,-0.192910419,-0.029773164,0.093564014,0.019930796,0.179377163,0.035432526,-0.221453287,-0.029773164,0.035432526,0.192910419,0.284444444,-0.019930796,0.035432526,0.084213764,0.141730104,-0.236462899,-0.141730104,0.088827374,0.029773164,0.153787005,-0.292871972,0.130165321,-0.135886198,-0.029773164,0.055363322,0.071111111,-0.059115725,0.093564014,-0.084213764,-0.066989619,-0.062991157,0.019930796,0.048227605,0.071111111,0.048227605,-0.004982699,0.062991157,-9999,-9999,6082,187,0.0708,0.0992,0.1059,0.3594,0.3049,0.172,90.54917,13.399879,75.22599,60,50994,1047,-2143620,853890,0.655822659,172.9806242,52.80086136,0.5448098,0.352653368,0.082041246,-0.56737898,0.48715557,0.15307874,-0.10809115,1,0
00000000000000004994_0,-0.084213764,0.059115725,-0.141730104,-0.135886198,-0.041584006,-0.259900038,-0.015747789,0.119092657,0.206935794,0.088827374,-0.16,0.228896578,-0.124567474,0.084213764,-0.244152249,0.075355632,0.051733948,-0.093564014,-0.135886198,0.098423683,0.179377163,0.135886198,0.00615148,-0.16,-0.166336025,0.186082276,0.055363322,-0.103406382,-0.051733948,0.048227605,0.035432526,0.093564014,0.035432526,-0.179377163,-0.00153787,0.079723183,0.16,0.267958478,-0.062991157,0.017777778,-0.010396002,0.192910419,-0.276139946,-0.206935794,-0.027128028,0.066989619,0.141730104,-0.244152249,0.03254133,-0.113740869,0.044844291,0.029773164,-0.048227605,-0.059115725,0.093564014,-0.071111111,-0.024605921,-0.059115725,-0.044844291,-0.015747789,0.010396002,0.071111111,-0.051733948,0.098423683,-9999,-9999,4306,194,0.06865,0.09905,0.1104,0.394,0.2623,0.1504,228.94208,20.634087,87.32386,33,51001,1379,-2133660,853680,0.649167586,173.1115985,52.84191437,0.562252181,0.447465099,0.200670425,-0.598215191,0.48224577,0.176651765,-0.05501223,1,0
000000000000000060cd_0,-0.119092657,0.075355632,-0.108512111,-0.071111111,-0.048227605,-0.292871972,-0.051733948,0.214133026,0.221453287,0.01384083,-0.03254133,0.071111111,-0.119092657,0.098423683,-0.199861592,-0.035432526,0.124567474,-0.093564014,-0.179377163,-0.059115725,0.130165321,0.015747789,-0.017777778,-0.000984,-0.027128028,0.153787005,0.055363322,-0.172795079,-0.051733948,0.172795079,-0.044844291,0.119092657,0.093564014,-0.135886198,0.003936947,-0.022206844,0.172795079,0.374256055,-0.103406382,0.002214533,0.079723183,0.103406382,-0.130165321,-0.113740869,0.027128028,-0.015747789,0.079723183,-0.199861592,0.276139946,-0.088827374,-0.153787005,0.130165321,0.084213764,-0.017777778,0.186082276,-0.022206844,0.035432526,-0.113740869,-0.055363322,0.079723183,0.075355632,0.035432526,-0.017777778,0.153787005,-9999,-9999,2118,383,0.06725,0.1228,0.1054,0.5708,0.3412,0.18335,74.97502,23.887915,281.3232,60,50918,1782,-2121570,856170,0.86200738,173.2516459,52.91333043,0.688257912,0.51375721,0.251754386,-0.645905421,0.63106083,0.3027382,-0.063137455,1,0
000000000000000044b5_0,-0.075355632,-0.075355632,0.000984,-0.206935794,0.048227605,-0.017777778,-0.108512111,0.292871972,0.172795079,-0.059115725,0.059115725,0.024605921,-0.16,0.084213764,-0.186082276,0.179377163,0.124567474,-0.124567474,0.055363322,0.044844291,0.221453287,0.062991157,0.022206844,-0.179377163,-0.066989619,0.276139946,0.141730104,-0.048227605,0.251964629,-0.186082276,0.088827374,0.062991157,-0.141730104,-0.062991157,-0.186082276,0.186082276,0.166336025,0.015747789,0.062991157,0.024605921,0.084213764,-0.012056901,-0.172795079,-0.051733948,-0.035432526,0.093564014,-0.048227605,-0.071111111,-0.055363322,-0.01384083,0.228896578,-0.098423683,-0.153787005,-0.16,0.003936947,0.029773164,-0.071111111,-0.079723183,0.029773164,-0.03254133,-0.166336025,0.108512111,-0.038446751,0.141730104,-18.32740803,-27.59189791,1992,453,0.0507,0.0632,0.0783,0.225,0.25,0.1642,3.3938367,0.9569492,262.9037,32,3713,78880,191370,2272320,0.853506777,-148.9895874,70.36741674,0.483679525,0.156217883,-0.052631579,-0.561415684,0.35349,0.08201906,-0.13044268,1.505499188,-0.201755878
00000000000000005c69_0,-0.038446751,-0.084213764,-0.071111111,-0.310096117,-0.035432526,-0.192910419,-0.172795079,0.186082276,0.103406382,0.059115725,0.041584006,-0.01384083,-0.098423683,-0.022206844,-0.228896578,0.038446751,0.098423683,-0.186082276,-0.044844291,0.044844291,0.103406382,0.113740869,-0.071111111,-0.066989619,-0.14769704,0.221453287,0.01384083,-0.088827374,0.236462899,-0.153787005,0.055363322,0.00615148,0.004982699,-0.14769704,-0.172795079,0.192910419,0.336855056,0.093564014,0.015747789,0.098423683,-0.055363322,-0.079723183,-0.186082276,0.041584006,0.027128028,0.186082276,0.14769704,-0.141730104,0.071111111,-0.141730104,0.079723183,0.029773164,-0.027128028,-0.071111111,-0.027128028,0.062991157,0.084213764,-0.062991157,-0.066989619,-0.108512111,-0.084213764,0.059115725,0.044844291,0.186082276,-13.9354071,-23.21183474,1574,518,0.02555,0.03415,0.0309,0.0987,0.06845,0.03905,1.507831,0.061219107,189.62839,50,38531,57824,-440310,1227780,0.833016111,-162.1356231,60.79119615,0.523148148,0.433030853,0.180975172,-0.485886338,0.129138755,0.037819805,-0.01219268,1.665673243,-0.249720496
00000000000000004139_0,-0.088827374,-0.044844291,0.00615148,-0.199861592,0.035432526,-0.075355632,-0.084213764,0.276139946,0.186082276,-0.062991157,0.059115725,0.103406382,-0.153787005,0.084213764,-0.214133026,0.135886198,0.119092657,-0.103406382,0.008858131,0.071111111,0.251964629,0.035432526,0.038446751,-0.221453287,-0.075355632,0.310096117,0.093564014,-0.024605921,0.214133026,-0.16,0.044844291,0.084213764,-0.130165321,-0.084213764,-0.172795079,0.16,0.186082276,0.019930796,0.038446751,0.015747789,0.071111111,-0.003014225,-0.244152249,-0.035432526,-0.075355632,0.051733948,0.019930796,-0.14769704,-0.029773164,-0.003936947,0.186082276,-0.071111111,-0.14769704,-0.179377163,0.015747789,0.062991157,-0.062991157,-0.088827374,0.008858131,-0.048227605,-0.141730104,0.071111111,6.15E-05,0.14769704,-15.25478814,-24.59242591,1636,590,0.0581,0.0728,0.0956,0.2159,0.2201,0.1425,3.2081077,0.63014597,82.98463,32,2235,72719,6540,2316660,0.492256311,-153.8253982,70.83903226,0.386195827,0.204799107,-0.009633028,-0.495670246,0.34230381,0.06297293,-0.09367261,1.612111927,-0.234336026
0000000000000000426c_0,-0.084213764,-0.079723183,0.024605921,-0.206935794,0.051733948,-0.051733948,-0.071111111,0.214133026,0.192910419,-0.048227605,0.03254133,0.062991157,-0.16,0.051733948,-0.228896578,0.172795079,0.130165321,-0.055363322,0.002214533,0.075355632,0.214133026,0.071111111,0.044844291,-0.236462899,-0.084213764,0.32781238,0.062991157,-0.051733948,0.206935794,-0.166336025,0.093564014,0.062991157,-0.113740869,-0.108512111,-0.221453287,0.130165321,0.16,0.024605921,0.038446751,0.024605921,0.108512111,0.03254133,-0.236462899,-0.062991157,-0.071111111,0.062991157,0.003014225,-0.179377163,-0.029773164,-0.044844291,0.214133026,-0.062991157,-0.124567474,-0.135886198,0.003014225,0.062991157,-0.103406382,-0.084213764,0.022206844,-0.029773164,-0.141730104,0.093564014,-0.03254133,0.113740869,-16.07635838,-26.69685838,1821,610,0.08755,0.1052,0.1138,0.2757,0.3003,0.1798,22.527184,1.3554823,95.70764,32,4832,87949,463440,2238750,0.153393235,-142.1303214,69.74847751,0.415661104,0.21053787,-0.042708333,-0.447624048,0.450034285,0.08013859,-0.130592225,1.660628468,-0.248297902
00000000000000007055_0,-0.059115725,-0.098423683,0.003936947,-0.221453287,0.041584006,-0.055363322,-0.075355632,0.292871972,0.14769704,-0.008858131,0.015747789,0.062991157,-0.141730104,0.062991157,-0.244152249,0.16,0.098423683,-0.130165321,0.029773164,0.066989619,0.221453287,0.048227605,0.024605921,-0.192910419,-0.079723183,0.244152249,0.088827374,-0.017777778,0.228896578,-0.214133026,0.062991157,0.044844291,-0.088827374,-0.048227605,-0.172795079,0.166336025,0.228896578,0.015747789,0.035432526,0.051733948,0.003936947,-0.00615148,-0.206935794,-0.015747789,-0.075355632,0.108512111,-0.027128028,-0.093564014,-0.048227605,-0.038446751,0.236462899,-0.066989619,-0.16,-0.166336025,0.003014225,0.044844291,-0.03254133,-0.098423683,0.007443291,-0.088827374,-0.199861592,0.066989619,-0.01384083,0.179377163,-15.86222353,-26.59523983,2010,627,0.0258,0.0478,0.0636,0.209,0.093,0.059,86.21927,1.7821913,282.80933,102,6290,73182,20430,2195010,0.582152677,-153.479996,69.7276366,0.533382245,0.559701493,0.38410596,-0.627725857,0.22633228,0.0950106,0.0122476,1.676640086,-0.252794573
000000000000000028c8_0,-0.119092657,-0.130165321,0.051733948,-0.251964629,0.038446751,-0.093564014,-0.113740869,0.30142253,0.172795079,0.027128028,-0.108512111,0.008858131,-0.066989619,-0.003936947,-0.172795079,0.172795079,0.16,-0.027128028,0.03254133,-0.019930796,0.135886198,0.024605921,0.024605921,-0.192910419,-0.084213764,0.166336025,0.079723183,0.088827374,0.179377163,-0.124567474,0.055363322,-0.075355632,-0.153787005,-0.071111111,-0.108512111,0.172795079,0.186082276,-0.038446751,-0.059115725,0.088827374,0.088827374,0.108512111,-0.251964629,-0.051733948,0.044844291,0.206935794,-0.003936947,-0.166336025,-0.153787005,-0.093564014,0.192910419,-0.071111111,-0.119092657,-0.059115725,0.088827374,0.130165321,-0.179377163,-0.044844291,-0.108512111,-0.029773164,-0.192910419,0.066989619,-0.079723183,0.059115725,-14.54665915,-22.49774938,1773,638,0.02425,0.0467,0.03975,0.24135,0.20095,0.1001,984.8475,10.482892,181.8013,13,9198,82614,303390,2107770,0.742800679,-146.5585666,68.78135127,0.717182497,0.413676966,0.091340719,-0.675750738,0.294826855,0.133785655,-0.08057029,1.546592186,-0.214636717
00000000000000005684_0,-0.075355632,0.019930796,-0.024605921,-0.251964629,0.019930796,-0.108512111,-0.075355632,0.179377163,0.141730104,-0.059115725,0.002214533,0.079723183,-0.221453287,0.055363322,-0.236462899,0.14769704,0.141730104,-0.113740869,-0.041584006,0.075355632,0.221453287,0.079723183,0.035432526,-0.199861592,-0.119092657,0.355309496,0.022206844,-0.066989619,0.228896578,-0.14769704,0.075355632,0.055363322,-0.079723183,-0.16,-0.192910419,0.130165321,0.236462899,0.062991157,-0.017777778,0.008858131,0.066989619,0.022206844,-0.267958478,-0.015747789,0.019930796,0.055363322,0.066989619,-0.192910419,0.035432526,-0.044844291,0.124567474,-0.059115725,-0.029773164,-0.113740869,-0.008858131,0.071111111,-0.066989619,-0.075355632,0.041584006,-0.024605921,-0.108512111,0.075355632,-0.002214533,0.113740869,-14.16725773,-23.0749478,5605,704,0.0549,0.076,0.0951,0.217,0.2664,0.1693,14.266391,0.6803282,101.0951,50,26385,45794,-801210,1592160,0.599089674,-170.2351032,63.41140217,0.390579942,0.123479161,-0.102192801,-0.481228669,0.37112543,0.06323882,-0.13849494,1.62875189,-0.239182668
00000000000000006ecb_0,-0.084213764,-0.206935794,-0.135886198,-0.206935794,0.051733948,-0.059115725,-0.075355632,0.135886198,0.14769704,0.119092657,0.048227605,0.071111111,-0.03254133,-0.066989619,-0.251964629,0.084213764,0.236462899,-0.066989619,-0.093564014,0.062991157,0.124567474,0.075355632,0.027128028,-0.179377163,-0.244152249,0.192910419,-0.051733948,-0.035432526,0.153787005,-0.221453287,0.071111111,-0.051733948,0.103406382,-0.206935794,-0.093564014,0.024605921,0.14769704,0.01384083,-0.012056901,0.108512111,0.024605921,0.084213764,-0.179377163,-0.059115725,-0.16,0.16,-0.079723183,-0.179377163,-0.062991157,-0.075355632,0.130165321,0.035432526,-0.041584006,-0.093564014,0.113740869,0.055363322,-0.14769704,-0.16,-0.098423683,-0.062991157,-0.221453287,-0.029773164,0.029773164,0.186082276,-15.22670338,-25.28967687,2239,732,0.4444,0.4588,0.4228,0.2938,0.0158,0.0134,526.73694,0.48764366,316.84662,102,9888,80118,228510,2087070,0.860184364,-148.4276013,68.66106686,-0.180016746,0.912760417,0.897932817,0.219239968,0.63825444,-0.25640246,0.37892216,1.660876701,-0.248368029
00000000000000002cf5_0,-0.153787005,-0.153787005,0.059115725,-0.214133026,0.002214533,-0.103406382,-0.192910419,0.310096117,0.236462899,-0.051733948,0.071111111,-0.01384083,-0.010396002,-0.022206844,-0.153787005,0.098423683,0.228896578,-0.062991157,-0.019930796,-0.084213764,0.186082276,-0.035432526,0.041584006,-0.192910419,-0.079723183,0.292871972,0.059115725,-0.022206844,0.214133026,-0.002214533,0.119092657,-0.029773164,-0.055363322,-0.03254133,-0.153787005,0.093564014,0.186082276,0.079723183,0.051733948,0.035432526,0.108512111,0.012056901,-0.199861592,-0.044844291,-0.098423683,0.079723183,-0.059115725,-0.088827374,-0.079723183,-0.066989619,0.192910419,-0.098423683,-0.119092657,-0.029773164,0.108512111,0.098423683,-0.179377163,-0.14769704,-0.071111111,0.01384083,-0.166336025,0.135886198,0.044844291,0.079723183,-15.6713237,-23.8668052,2921,759,0.0353,0.0539,0.0579,0.2188,0.2285,0.1241,932.4802,12.329621,288.8988,13,9229,82556,301650,2106840,0.681845212,-146.6033925,68.77470374,0.581496205,0.276173812,-0.02168567,-0.604693803,0.31468018,0.10068031,-0.10977779,1.522960387,-0.207280459
0000000000000000771e_0,-0.119092657,-0.044844291,0.002214533,-0.251964629,0.01384083,-0.172795079,-0.084213764,0.221453287,0.16,0.012056901,-0.251964629,0.00615148,-0.214133026,0.000984,-0.236462899,0.206935794,0.108512111,-0.03254133,-0.022206844,0.027128028,0.153787005,0.084213764,-0.00615148,-0.153787005,-0.055363322,0.199861592,0.051733948,0.017777778,0.044844291,-0.079723183,0.03254133,-0.029773164,-0.103406382,-0.059115725,-0.141730104,0.093564014,0.236462899,0.048227605,-0.103406382,0.153787005,0.059115725,0.179377163,-0.292871972,-0.062991157,0.124567474,0.199861592,0.088827374,-0.166336025,-0.135886198,-0.135886198,0.124567474,-0.075355632,0.022206844,-0.051733948,0.03254133,0.088827374,-0.098423683,0.038446751,0.015747789,0.048227605,-0.059115725,0.055363322,-0.14769704,0.108512111,-13.46515918,-20.31199993,3520,765,0.031,0.06125,0.04035,0.3868,0.22045,0.09465,515.3543,16.051912,179.80286,425,40028,68690,-114330,1182870,0.897910213,-156.0960698,60.61494669,0.811073393,0.606812753,0.273939893,-0.726593014,0.391353615,0.235962605,-0.03832065,1.50848569,-0.202706235
